cid	atc	pert_iname	canonical_smiles	canonical_smiles_stereo	pert_id	inst_id	cell_id	det_plate	det_well	pert_mfc_id	pert_dose	pert_dose_unit	pert_type	pert_time	pert_time_unit	cell_type	base_cell_id	precursor_cell_id	modification	sample_type	primary_site	subtype	original_growth_pattern	provider_catalog_id	original_source_vendor	donor_age	donor_sex	donor_ethnicity
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	REP.A013_A375_24H_X3_B24:E04	A375	REP.A013_A375_24H_X3_B24	E04	BRD-K38436528-003-26-1	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	REP.A013_A375_24H_X3_B24:E05	A375	REP.A013_A375_24H_X3_B24	E05	BRD-K38436528-003-26-1	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	REP.A013_A375_24H_X3_B24:E06	A375	REP.A013_A375_24H_X3_B24	E06	BRD-K38436528-003-26-1	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2801	N06AA04	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	BRD-K52989797	REP.A007_A375_24H_X1_B22:I19	A375	REP.A007_A375_24H_X1_B22	I19	BRD-K52989797-003-26-4	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2801	N06AA04	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	BRD-K52989797	REP.A007_A375_24H_X1_B22:I20	A375	REP.A007_A375_24H_X1_B22	I20	BRD-K52989797-003-26-4	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2801	N06AA04	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	BRD-K52989797	REP.A007_A375_24H_X1_B22:I21	A375	REP.A007_A375_24H_X1_B22	I21	BRD-K52989797-003-26-4	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2801	N06AA04	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	BRD-K52989797	REP.A007_A375_24H_X1_B22:I22	A375	REP.A007_A375_24H_X1_B22	I22	BRD-K52989797-003-26-4	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2801	N06AA04	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	BRD-K52989797	REP.A007_A375_24H_X1_B22:I23	A375	REP.A007_A375_24H_X1_B22	I23	BRD-K52989797-003-26-4	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2801	N06AA04	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	BRD-K52989797	REP.A007_A375_24H_X1_B22:I24	A375	REP.A007_A375_24H_X1_B22	I24	BRD-K52989797-003-26-4	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2801	N06AA04	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	BRD-K52989797	REP.A007_A375_24H_X2_B22:I19	A375	REP.A007_A375_24H_X2_B22	I19	BRD-K52989797-003-26-4	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2801	N06AA04	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	BRD-K52989797	REP.A007_A375_24H_X2_B22:I20	A375	REP.A007_A375_24H_X2_B22	I20	BRD-K52989797-003-26-4	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2801	N06AA04	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	BRD-K52989797	REP.A007_A375_24H_X2_B22:I21	A375	REP.A007_A375_24H_X2_B22	I21	BRD-K52989797-003-26-4	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2801	N06AA04	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	BRD-K52989797	REP.A007_A375_24H_X2_B22:I22	A375	REP.A007_A375_24H_X2_B22	I22	BRD-K52989797-003-26-4	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2801	N06AA04	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	BRD-K52989797	REP.A007_A375_24H_X2_B22:I23	A375	REP.A007_A375_24H_X2_B22	I23	BRD-K52989797-003-26-4	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2801	N06AA04	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	BRD-K52989797	REP.A007_A375_24H_X2_B22:I24	A375	REP.A007_A375_24H_X2_B22	I24	BRD-K52989797-003-26-4	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2801	N06AA04	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	BRD-K52989797	REP.A007_A375_24H_X3_B22:I19	A375	REP.A007_A375_24H_X3_B22	I19	BRD-K52989797-003-26-4	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2801	N06AA04	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	BRD-K52989797	REP.A007_A375_24H_X3_B22:I20	A375	REP.A007_A375_24H_X3_B22	I20	BRD-K52989797-003-26-4	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2801	N06AA04	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	BRD-K52989797	REP.A007_A375_24H_X3_B22:I21	A375	REP.A007_A375_24H_X3_B22	I21	BRD-K52989797-003-26-4	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2801	N06AA04	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	BRD-K52989797	REP.A007_A375_24H_X3_B22:I22	A375	REP.A007_A375_24H_X3_B22	I22	BRD-K52989797-003-26-4	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2801	N06AA04	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	BRD-K52989797	REP.A007_A375_24H_X3_B22:I23	A375	REP.A007_A375_24H_X3_B22	I23	BRD-K52989797-003-26-4	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2801	N06AA04	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	BRD-K52989797	REP.A007_A375_24H_X3_B22:I24	A375	REP.A007_A375_24H_X3_B22	I24	BRD-K52989797-003-26-4	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
5584	N06AA06	trimipramine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	BRD-A19195498	REP.A004_A375_24H_X1_B22:A19	A375	REP.A004_A375_24H_X1_B22	A19	BRD-A19195498-050-14-1	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
5584	N06AA06	trimipramine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	BRD-A19195498	REP.A004_A375_24H_X1_B22:A20	A375	REP.A004_A375_24H_X1_B22	A20	BRD-A19195498-050-14-1	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
5584	N06AA06	trimipramine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	BRD-A19195498	REP.A004_A375_24H_X1_B22:A21	A375	REP.A004_A375_24H_X1_B22	A21	BRD-A19195498-050-14-1	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
5584	N06AA06	trimipramine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	BRD-A19195498	REP.A004_A375_24H_X1_B22:A22	A375	REP.A004_A375_24H_X1_B22	A22	BRD-A19195498-050-14-1	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
5584	N06AA06	trimipramine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	BRD-A19195498	REP.A004_A375_24H_X1_B22:A23	A375	REP.A004_A375_24H_X1_B22	A23	BRD-A19195498-050-14-1	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
5584	N06AA06	trimipramine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	BRD-A19195498	REP.A004_A375_24H_X1_B22:A24	A375	REP.A004_A375_24H_X1_B22	A24	BRD-A19195498-050-14-1	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
5584	N06AA06	trimipramine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	BRD-A19195498	REP.A004_A375_24H_X2_B22:A19	A375	REP.A004_A375_24H_X2_B22	A19	BRD-A19195498-050-14-1	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
5584	N06AA06	trimipramine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	BRD-A19195498	REP.A004_A375_24H_X2_B22:A20	A375	REP.A004_A375_24H_X2_B22	A20	BRD-A19195498-050-14-1	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
5584	N06AA06	trimipramine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	BRD-A19195498	REP.A004_A375_24H_X2_B22:A21	A375	REP.A004_A375_24H_X2_B22	A21	BRD-A19195498-050-14-1	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
5584	N06AA06	trimipramine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	BRD-A19195498	REP.A004_A375_24H_X2_B22:A22	A375	REP.A004_A375_24H_X2_B22	A22	BRD-A19195498-050-14-1	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
5584	N06AA06	trimipramine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	BRD-A19195498	REP.A004_A375_24H_X2_B22:A23	A375	REP.A004_A375_24H_X2_B22	A23	BRD-A19195498-050-14-1	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
5584	N06AA06	trimipramine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	BRD-A19195498	REP.A004_A375_24H_X2_B22:A24	A375	REP.A004_A375_24H_X2_B22	A24	BRD-A19195498-050-14-1	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
5584	N06AA06	trimipramine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	BRD-A19195498	REP.A004_A375_24H_X3_B22:A19	A375	REP.A004_A375_24H_X3_B22	A19	BRD-A19195498-050-14-1	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
5584	N06AA06	trimipramine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	BRD-A19195498	REP.A004_A375_24H_X3_B22:A20	A375	REP.A004_A375_24H_X3_B22	A20	BRD-A19195498-050-14-1	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
5584	N06AA06	trimipramine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	BRD-A19195498	REP.A004_A375_24H_X3_B22:A21	A375	REP.A004_A375_24H_X3_B22	A21	BRD-A19195498-050-14-1	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
5584	N06AA06	trimipramine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	BRD-A19195498	REP.A004_A375_24H_X3_B22:A22	A375	REP.A004_A375_24H_X3_B22	A22	BRD-A19195498-050-14-1	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
5584	N06AA06	trimipramine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	BRD-A19195498	REP.A004_A375_24H_X3_B22:A23	A375	REP.A004_A375_24H_X3_B22	A23	BRD-A19195498-050-14-1	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
5584	N06AA06	trimipramine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	BRD-A19195498	REP.A004_A375_24H_X3_B22:A24	A375	REP.A004_A375_24H_X3_B22	A24	BRD-A19195498-050-14-1	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_A375_24H_X1_B22:L01	A375	REP.A007_A375_24H_X1_B22	L01	BRD-K53737926-003-27-8	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_A375_24H_X1_B22:L02	A375	REP.A007_A375_24H_X1_B22	L02	BRD-K53737926-003-27-8	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_A375_24H_X1_B22:L03	A375	REP.A007_A375_24H_X1_B22	L03	BRD-K53737926-003-27-8	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_A375_24H_X1_B22:L04	A375	REP.A007_A375_24H_X1_B22	L04	BRD-K53737926-003-27-8	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_A375_24H_X1_B22:L05	A375	REP.A007_A375_24H_X1_B22	L05	BRD-K53737926-003-27-8	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_A375_24H_X1_B22:L06	A375	REP.A007_A375_24H_X1_B22	L06	BRD-K53737926-003-27-8	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_A375_24H_X2_B22:L01	A375	REP.A007_A375_24H_X2_B22	L01	BRD-K53737926-003-27-8	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
