cid	atc	pert_iname	canonical_smiles	canonical_smiles_stereo	pert_id	inst_id	rna_plate	rna_well	pert_type	pert_dose	pert_dose_unit	pert_time	pert_time_unit	cell_id	cell_type	base_cell_id	precursor_cell_id	modification	sample_type	primary_site	subtype	original_growth_pattern	provider_catalog_id	original_source_vendor	donor_age	donor_sex	donor_ethnicity
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	CPC020_A375_6H_X2_B4_DUO52HI53LO:H14	CPC020_A375_6H_X2	H14	trt_cp	10.0	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	CPC020_A375_6H_X2_B4_DUO52HI53LO:L24	CPC020_A375_6H_X2	L24	trt_cp	10.0	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	CPC020_A375_6H_X3_B4_DUO52HI53LO:H14	CPC020_A375_6H_X3	H14	trt_cp	10.0	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	CPC020_A375_6H_X3_B4_DUO52HI53LO:L24	CPC020_A375_6H_X3	L24	trt_cp	10.0	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	CPC020_A375_6H_X4_B5_DUO52HI53LO:H14	CPC020_A375_6H_X4	H14	trt_cp	10.0	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	CPC020_A375_6H_X4_B5_DUO52HI53LO:L24	CPC020_A375_6H_X4	L24	trt_cp	10.0	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	CPC020_A375_6H_X5_F1B5_DUO52HI53LO:H14	CPC020_A375_6H_X5	H14	trt_cp	10.0	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	CPC020_A375_6H_X5_F1B5_DUO52HI53LO:L24	CPC020_A375_6H_X5	L24	trt_cp	10.0	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X1_B10:O03	BRAF001_A375_6H_X1	O03	trt_cp	10.0	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X1_B10:O04	BRAF001_A375_6H_X1	O04	trt_cp	2.5	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X1_B10:O11	BRAF001_A375_6H_X1	O11	trt_cp	10.0	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X1_B10:O12	BRAF001_A375_6H_X1	O12	trt_cp	2.5	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X1_B10:O19	BRAF001_A375_6H_X1	O19	trt_cp	10.0	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X1_B10:O20	BRAF001_A375_6H_X1	O20	trt_cp	2.5	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X1_B10:P03	BRAF001_A375_6H_X1	P03	trt_cp	0.625	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X1_B10:P04	BRAF001_A375_6H_X1	P04	trt_cp	0.15625	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X1_B10:P11	BRAF001_A375_6H_X1	P11	trt_cp	0.625	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X1_B10:P12	BRAF001_A375_6H_X1	P12	trt_cp	0.15625	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X1_B10:P19	BRAF001_A375_6H_X1	P19	trt_cp	0.625	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X1_B10:P20	BRAF001_A375_6H_X1	P20	trt_cp	0.15625	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X2_B10:O03	BRAF001_A375_6H_X2	O03	trt_cp	10.0	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X2_B10:O04	BRAF001_A375_6H_X2	O04	trt_cp	2.5	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X2_B10:O11	BRAF001_A375_6H_X2	O11	trt_cp	10.0	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X2_B10:O19	BRAF001_A375_6H_X2	O19	trt_cp	10.0	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X2_B10:O20	BRAF001_A375_6H_X2	O20	trt_cp	2.5	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X2_B10:P03	BRAF001_A375_6H_X2	P03	trt_cp	0.625	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X2_B10:P04	BRAF001_A375_6H_X2	P04	trt_cp	0.15625	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X2_B10:P11	BRAF001_A375_6H_X2	P11	trt_cp	0.625	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X2_B10:P12	BRAF001_A375_6H_X2	P12	trt_cp	0.15625	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X2_B10:P19	BRAF001_A375_6H_X2	P19	trt_cp	0.625	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X2_B10:P20	BRAF001_A375_6H_X2	P20	trt_cp	0.15625	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X3_B10:O03	BRAF001_A375_6H_X3	O03	trt_cp	10.0	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X3_B10:O04	BRAF001_A375_6H_X3	O04	trt_cp	2.5	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X3_B10:O11	BRAF001_A375_6H_X3	O11	trt_cp	10.0	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X3_B10:O12	BRAF001_A375_6H_X3	O12	trt_cp	2.5	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X3_B10:O19	BRAF001_A375_6H_X3	O19	trt_cp	10.0	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X3_B10:O20	BRAF001_A375_6H_X3	O20	trt_cp	2.5	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X3_B10:P03	BRAF001_A375_6H_X3	P03	trt_cp	0.625	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X3_B10:P04	BRAF001_A375_6H_X3	P04	trt_cp	0.15625	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X3_B10:P11	BRAF001_A375_6H_X3	P11	trt_cp	0.625	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X3_B10:P12	BRAF001_A375_6H_X3	P12	trt_cp	0.15625	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X3_B10:P19	BRAF001_A375_6H_X3	P19	trt_cp	0.625	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_6H_X3_B10:P20	BRAF001_A375_6H_X3	P20	trt_cp	0.15625	um	6	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_24H_X1_B10:O03	BRAF001_A375_24H_X1	O03	trt_cp	10.0	um	24	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_24H_X1_B10:O04	BRAF001_A375_24H_X1	O04	trt_cp	2.5	um	24	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_24H_X1_B10:O11	BRAF001_A375_24H_X1	O11	trt_cp	10.0	um	24	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_24H_X1_B10:O12	BRAF001_A375_24H_X1	O12	trt_cp	2.5	um	24	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_24H_X1_B10:O19	BRAF001_A375_24H_X1	O19	trt_cp	10.0	um	24	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_24H_X1_B10:O20	BRAF001_A375_24H_X1	O20	trt_cp	2.5	um	24	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
3696	N06AA02	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCCN1c2ccccc2CCc2ccccc21	BRD-K38436528	BRAF001_A375_24H_X1_B10:P03	BRAF001_A375_24H_X1	P03	trt_cp	0.625	um	24	h	A375	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
